"","item_id","dept_id","cat_id","store_id","state_id"
"54","HOBBIES_1_054","HOBBIES_1","HOBBIES","CA_1","CA"
"55","HOBBIES_1_055","HOBBIES_1","HOBBIES","CA_1","CA"
"56","HOBBIES_1_056","HOBBIES_1","HOBBIES","CA_1","CA"
"57","HOBBIES_1_057","HOBBIES_1","HOBBIES","CA_1","CA"
"58","HOBBIES_1_058","HOBBIES_1","HOBBIES","CA_1","CA"
"59","HOBBIES_1_060","HOBBIES_1","HOBBIES","CA_1","CA"
"60","HOBBIES_1_061","HOBBIES_1","HOBBIES","CA_1","CA"
"61","HOBBIES_1_062","HOBBIES_1","HOBBIES","CA_1","CA"
"62","HOBBIES_1_063","HOBBIES_1","HOBBIES","CA_1","CA"
"63","HOBBIES_1_064","HOBBIES_1","HOBBIES","CA_1","CA"
"64","HOBBIES_1_065","HOBBIES_1","HOBBIES","CA_1","CA"
"65","HOBBIES_1_066","HOBBIES_1","HOBBIES","CA_1","CA"
"66","HOBBIES_1_067","HOBBIES_1","HOBBIES","CA_1","CA"
"67","HOBBIES_1_068","HOBBIES_1","HOBBIES","CA_1","CA"
"68","HOBBIES_1_069","HOBBIES_1","HOBBIES","CA_1","CA"
"69","HOBBIES_1_070","HOBBIES_1","HOBBIES","CA_1","CA"
"70","HOBBIES_1_072","HOBBIES_1","HOBBIES","CA_1","CA"
"71","HOBBIES_1_073","HOBBIES_1","HOBBIES","CA_1","CA"
"72","HOBBIES_1_074","HOBBIES_1","HOBBIES","CA_1","CA"
"73","HOBBIES_1_075","HOBBIES_1","HOBBIES","CA_1","CA"
"74","HOBBIES_1_076","HOBBIES_1","HOBBIES","CA_1","CA"
"75","HOBBIES_1_077","HOBBIES_1","HOBBIES","CA_1","CA"
"76","HOBBIES_1_078","HOBBIES_1","HOBBIES","CA_1","CA"
"77","HOBBIES_1_079","HOBBIES_1","HOBBIES","CA_1","CA"
"78","HOBBIES_1_080","HOBBIES_1","HOBBIES","CA_1","CA"
"79","HOBBIES_1_081","HOBBIES_1","HOBBIES","CA_1","CA"
"80","HOBBIES_1_082","HOBBIES_1","HOBBIES","CA_1","CA"
"81","HOBBIES_1_083","HOBBIES_1","HOBBIES","CA_1","CA"
"82","HOBBIES_1_084","HOBBIES_1","HOBBIES","CA_1","CA"
"83","HOBBIES_1_085","HOBBIES_1","HOBBIES","CA_1","CA"
"84","HOBBIES_1_086","HOBBIES_1","HOBBIES","CA_1","CA"
"85","HOBBIES_1_087","HOBBIES_1","HOBBIES","CA_1","CA"
"86","HOBBIES_1_088","HOBBIES_1","HOBBIES","CA_1","CA"
"87","HOBBIES_1_089","HOBBIES_1","HOBBIES","CA_1","CA"
"88","HOBBIES_1_090","HOBBIES_1","HOBBIES","CA_1","CA"
"89","HOBBIES_1_091","HOBBIES_1","HOBBIES","CA_1","CA"
"90","HOBBIES_1_092","HOBBIES_1","HOBBIES","CA_1","CA"
"91","HOBBIES_1_093","HOBBIES_1","HOBBIES","CA_1","CA"
"92","HOBBIES_1_094","HOBBIES_1","HOBBIES","CA_1","CA"
"93","HOBBIES_1_095","HOBBIES_1","HOBBIES","CA_1","CA"
"94","HOBBIES_1_097","HOBBIES_1","HOBBIES","CA_1","CA"
"95","HOBBIES_1_098","HOBBIES_1","HOBBIES","CA_1","CA"
"96","HOBBIES_1_099","HOBBIES_1","HOBBIES","CA_1","CA"
"97","HOBBIES_1_100","HOBBIES_1","HOBBIES","CA_1","CA"
"98","HOBBIES_1_102","HOBBIES_1","HOBBIES","CA_1","CA"
"99","HOBBIES_1_103","HOBBIES_1","HOBBIES","CA_1","CA"
"100","HOBBIES_1_104","HOBBIES_1","HOBBIES","CA_1","CA"
"101","HOBBIES_1_105","HOBBIES_1","HOBBIES","CA_1","CA"
"102","HOBBIES_1_106","HOBBIES_1","HOBBIES","CA_1","CA"
"103","HOBBIES_1_107","HOBBIES_1","HOBBIES","CA_1","CA"
"104","HOBBIES_1_108","HOBBIES_1","HOBBIES","CA_1","CA"
"105","HOBBIES_1_109","HOBBIES_1","HOBBIES","CA_1","CA"
"106","HOBBIES_1_110","HOBBIES_1","HOBBIES","CA_1","CA"
"107","HOBBIES_1_111","HOBBIES_1","HOBBIES","CA_1","CA"
"108","HOBBIES_1_112","HOBBIES_1","HOBBIES","CA_1","CA"
"109","HOBBIES_1_113","HOBBIES_1","HOBBIES","CA_1","CA"
"110","HOBBIES_1_114","HOBBIES_1","HOBBIES","CA_1","CA"
"111","HOBBIES_1_115","HOBBIES_1","HOBBIES","CA_1","CA"
"112","HOBBIES_1_116","HOBBIES_1","HOBBIES","CA_1","CA"
"113","HOBBIES_1_117","HOBBIES_1","HOBBIES","CA_1","CA"
"114","HOBBIES_1_118","HOBBIES_1","HOBBIES","CA_1","CA"
"115","HOBBIES_1_119","HOBBIES_1","HOBBIES","CA_1","CA"
"116","HOBBIES_1_120","HOBBIES_1","HOBBIES","CA_1","CA"
"117","HOBBIES_1_121","HOBBIES_1","HOBBIES","CA_1","CA"
"118","HOBBIES_1_122","HOBBIES_1","HOBBIES","CA_1","CA"
"119","HOBBIES_1_123","HOBBIES_1","HOBBIES","CA_1","CA"
"120","HOBBIES_1_124","HOBBIES_1","HOBBIES","CA_1","CA"
"121","HOBBIES_1_125","HOBBIES_1","HOBBIES","CA_1","CA"
"122","HOBBIES_1_126","HOBBIES_1","HOBBIES","CA_1","CA"
"123","HOBBIES_1_127","HOBBIES_1","HOBBIES","CA_1","CA"
"124","HOBBIES_1_128","HOBBIES_1","HOBBIES","CA_1","CA"
"125","HOBBIES_1_129","HOBBIES_1","HOBBIES","CA_1","CA"
"126","HOBBIES_1_130","HOBBIES_1","HOBBIES","CA_1","CA"
"127","HOBBIES_1_131","HOBBIES_1","HOBBIES","CA_1","CA"
"128","HOBBIES_1_132","HOBBIES_1","HOBBIES","CA_1","CA"
"129","HOBBIES_1_133","HOBBIES_1","HOBBIES","CA_1","CA"
"130","HOBBIES_1_134","HOBBIES_1","HOBBIES","CA_1","CA"
"131","HOBBIES_1_135","HOBBIES_1","HOBBIES","CA_1","CA"
"132","HOBBIES_1_136","HOBBIES_1","HOBBIES","CA_1","CA"
"133","HOBBIES_1_137","HOBBIES_1","HOBBIES","CA_1","CA"
"134","HOBBIES_1_138","HOBBIES_1","HOBBIES","CA_1","CA"
"135","HOBBIES_1_139","HOBBIES_1","HOBBIES","CA_1","CA"
"136","HOBBIES_1_140","HOBBIES_1","HOBBIES","CA_1","CA"
"137","HOBBIES_1_141","HOBBIES_1","HOBBIES","CA_1","CA"
"138","HOBBIES_1_142","HOBBIES_1","HOBBIES","CA_1","CA"
"139","HOBBIES_1_143","HOBBIES_1","HOBBIES","CA_1","CA"
"140","HOBBIES_1_144","HOBBIES_1","HOBBIES","CA_1","CA"
"141","HOBBIES_1_145","HOBBIES_1","HOBBIES","CA_1","CA"
"142","HOBBIES_1_146","HOBBIES_1","HOBBIES","CA_1","CA"
"143","HOBBIES_1_147","HOBBIES_1","HOBBIES","CA_1","CA"
"144","HOBBIES_1_148","HOBBIES_1","HOBBIES","CA_1","CA"
"145","HOBBIES_1_149","HOBBIES_1","HOBBIES","CA_1","CA"
"146","HOBBIES_1_150","HOBBIES_1","HOBBIES","CA_1","CA"
"147","HOBBIES_1_151","HOBBIES_1","HOBBIES","CA_1","CA"
"148","HOBBIES_1_152","HOBBIES_1","HOBBIES","CA_1","CA"
"149","HOBBIES_1_153","HOBBIES_1","HOBBIES","CA_1","CA"
"150","HOBBIES_1_154","HOBBIES_1","HOBBIES","CA_1","CA"
"151","HOBBIES_1_155","HOBBIES_1","HOBBIES","CA_1","CA"
"152","HOBBIES_1_156","HOBBIES_1","HOBBIES","CA_1","CA"
"153","HOBBIES_1_157","HOBBIES_1","HOBBIES","CA_1","CA"
"154","HOBBIES_1_158","HOBBIES_1","HOBBIES","CA_1","CA"
"155","HOBBIES_1_159","HOBBIES_1","HOBBIES","CA_1","CA"
"156","HOBBIES_1_160","HOBBIES_1","HOBBIES","CA_1","CA"
"157","HOBBIES_1_161","HOBBIES_1","HOBBIES","CA_1","CA"
"158","HOBBIES_1_162","HOBBIES_1","HOBBIES","CA_1","CA"
"159","HOBBIES_1_163","HOBBIES_1","HOBBIES","CA_1","CA"
"160","HOBBIES_1_164","HOBBIES_1","HOBBIES","CA_1","CA"
"161","HOBBIES_1_165","HOBBIES_1","HOBBIES","CA_1","CA"
"162","HOBBIES_1_166","HOBBIES_1","HOBBIES","CA_1","CA"
"163","HOBBIES_1_167","HOBBIES_1","HOBBIES","CA_1","CA"
"164","HOBBIES_1_168","HOBBIES_1","HOBBIES","CA_1","CA"
"165","HOBBIES_1_169","HOBBIES_1","HOBBIES","CA_1","CA"
"166","HOBBIES_1_170","HOBBIES_1","HOBBIES","CA_1","CA"
"167","HOBBIES_1_171","HOBBIES_1","HOBBIES","CA_1","CA"
"168","HOBBIES_1_172","HOBBIES_1","HOBBIES","CA_1","CA"
"169","HOBBIES_1_173","HOBBIES_1","HOBBIES","CA_1","CA"
"170","HOBBIES_1_174","HOBBIES_1","HOBBIES","CA_1","CA"
"171","HOBBIES_1_175","HOBBIES_1","HOBBIES","CA_1","CA"
"172","HOBBIES_1_176","HOBBIES_1","HOBBIES","CA_1","CA"
"173","HOBBIES_1_177","HOBBIES_1","HOBBIES","CA_1","CA"
"174","HOBBIES_1_178","HOBBIES_1","HOBBIES","CA_1","CA"
"175","HOBBIES_1_179","HOBBIES_1","HOBBIES","CA_1","CA"
"176","HOBBIES_1_180","HOBBIES_1","HOBBIES","CA_1","CA"
"177","HOBBIES_1_181","HOBBIES_1","HOBBIES","CA_1","CA"
"178","HOBBIES_1_183","HOBBIES_1","HOBBIES","CA_1","CA"
"179","HOBBIES_1_184","HOBBIES_1","HOBBIES","CA_1","CA"
"180","HOBBIES_1_185","HOBBIES_1","HOBBIES","CA_1","CA"
"181","HOBBIES_1_186","HOBBIES_1","HOBBIES","CA_1","CA"
"182","HOBBIES_1_187","HOBBIES_1","HOBBIES","CA_1","CA"
"183","HOBBIES_1_188","HOBBIES_1","HOBBIES","CA_1","CA"
"184","HOBBIES_1_189","HOBBIES_1","HOBBIES","CA_1","CA"
"185","HOBBIES_1_190","HOBBIES_1","HOBBIES","CA_1","CA"
"186","HOBBIES_1_191","HOBBIES_1","HOBBIES","CA_1","CA"
"187","HOBBIES_1_192","HOBBIES_1","HOBBIES","CA_1","CA"
"188","HOBBIES_1_193","HOBBIES_1","HOBBIES","CA_1","CA"
"189","HOBBIES_1_194","HOBBIES_1","HOBBIES","CA_1","CA"
"190","HOBBIES_1_195","HOBBIES_1","HOBBIES","CA_1","CA"
"191","HOBBIES_1_197","HOBBIES_1","HOBBIES","CA_1","CA"
"192","HOBBIES_1_198","HOBBIES_1","HOBBIES","CA_1","CA"
"193","HOBBIES_1_199","HOBBIES_1","HOBBIES","CA_1","CA"
"194","HOBBIES_1_200","HOBBIES_1","HOBBIES","CA_1","CA"
"195","HOBBIES_1_201","HOBBIES_1","HOBBIES","CA_1","CA"
"196","HOBBIES_1_202","HOBBIES_1","HOBBIES","CA_1","CA"
"197","HOBBIES_1_203","HOBBIES_1","HOBBIES","CA_1","CA"
"198","HOBBIES_1_204","HOBBIES_1","HOBBIES","CA_1","CA"
"199","HOBBIES_1_205","HOBBIES_1","HOBBIES","CA_1","CA"
"200","HOBBIES_1_206","HOBBIES_1","HOBBIES","CA_1","CA"
"201","HOBBIES_1_207","HOBBIES_1","HOBBIES","CA_1","CA"
"202","HOBBIES_1_208","HOBBIES_1","HOBBIES","CA_1","CA"
"203","HOBBIES_1_209","HOBBIES_1","HOBBIES","CA_1","CA"
"204","HOBBIES_1_210","HOBBIES_1","HOBBIES","CA_1","CA"
"205","HOBBIES_1_211","HOBBIES_1","HOBBIES","CA_1","CA"
"206","HOBBIES_1_212","HOBBIES_1","HOBBIES","CA_1","CA"
"207","HOBBIES_1_213","HOBBIES_1","HOBBIES","CA_1","CA"
"208","HOBBIES_1_214","HOBBIES_1","HOBBIES","CA_1","CA"
"209","HOBBIES_1_215","HOBBIES_1","HOBBIES","CA_1","CA"
"210","HOBBIES_1_216","HOBBIES_1","HOBBIES","CA_1","CA"
"211","HOBBIES_1_217","HOBBIES_1","HOBBIES","CA_1","CA"
"212","HOBBIES_1_218","HOBBIES_1","HOBBIES","CA_1","CA"
"213","HOBBIES_1_219","HOBBIES_1","HOBBIES","CA_1","CA"
"214","HOBBIES_1_220","HOBBIES_1","HOBBIES","CA_1","CA"
"215","HOBBIES_1_221","HOBBIES_1","HOBBIES","CA_1","CA"
"216","HOBBIES_1_223","HOBBIES_1","HOBBIES","CA_1","CA"
"217","HOBBIES_1_224","HOBBIES_1","HOBBIES","CA_1","CA"
"218","HOBBIES_1_225","HOBBIES_1","HOBBIES","CA_1","CA"
"219","HOBBIES_1_226","HOBBIES_1","HOBBIES","CA_1","CA"
"220","HOBBIES_1_227","HOBBIES_1","HOBBIES","CA_1","CA"
"221","HOBBIES_1_228","HOBBIES_1","HOBBIES","CA_1","CA"
"222","HOBBIES_1_229","HOBBIES_1","HOBBIES","CA_1","CA"
"223","HOBBIES_1_230","HOBBIES_1","HOBBIES","CA_1","CA"
"224","HOBBIES_1_231","HOBBIES_1","HOBBIES","CA_1","CA"
"225","HOBBIES_1_232","HOBBIES_1","HOBBIES","CA_1","CA"
"226","HOBBIES_1_233","HOBBIES_1","HOBBIES","CA_1","CA"
"227","HOBBIES_1_234","HOBBIES_1","HOBBIES","CA_1","CA"
"228","HOBBIES_1_235","HOBBIES_1","HOBBIES","CA_1","CA"
"229","HOBBIES_1_236","HOBBIES_1","HOBBIES","CA_1","CA"
"230","HOBBIES_1_237","HOBBIES_1","HOBBIES","CA_1","CA"
"231","HOBBIES_1_238","HOBBIES_1","HOBBIES","CA_1","CA"
"232","HOBBIES_1_239","HOBBIES_1","HOBBIES","CA_1","CA"
"233","HOBBIES_1_240","HOBBIES_1","HOBBIES","CA_1","CA"
"234","HOBBIES_1_241","HOBBIES_1","HOBBIES","CA_1","CA"
"235","HOBBIES_1_242","HOBBIES_1","HOBBIES","CA_1","CA"
"236","HOBBIES_1_243","HOBBIES_1","HOBBIES","CA_1","CA"
"237","HOBBIES_1_244","HOBBIES_1","HOBBIES","CA_1","CA"
"238","HOBBIES_1_245","HOBBIES_1","HOBBIES","CA_1","CA"
"239","HOBBIES_1_246","HOBBIES_1","HOBBIES","CA_1","CA"
"240","HOBBIES_1_247","HOBBIES_1","HOBBIES","CA_1","CA"
"241","HOBBIES_1_248","HOBBIES_1","HOBBIES","CA_1","CA"
"242","HOBBIES_1_249","HOBBIES_1","HOBBIES","CA_1","CA"
"243","HOBBIES_1_250","HOBBIES_1","HOBBIES","CA_1","CA"
"244","HOBBIES_1_251","HOBBIES_1","HOBBIES","CA_1","CA"
"245","HOBBIES_1_252","HOBBIES_1","HOBBIES","CA_1","CA"
"246","HOBBIES_1_253","HOBBIES_1","HOBBIES","CA_1","CA"
"247","HOBBIES_1_254","HOBBIES_1","HOBBIES","CA_1","CA"
"248","HOBBIES_1_255","HOBBIES_1","HOBBIES","CA_1","CA"
"249","HOBBIES_1_256","HOBBIES_1","HOBBIES","CA_1","CA"
"250","HOBBIES_1_257","HOBBIES_1","HOBBIES","CA_1","CA"
"251","HOBBIES_1_258","HOBBIES_1","HOBBIES","CA_1","CA"
"252","HOBBIES_1_259","HOBBIES_1","HOBBIES","CA_1","CA"
"253","HOBBIES_1_260","HOBBIES_1","HOBBIES","CA_1","CA"
"254","HOBBIES_1_261","HOBBIES_1","HOBBIES","CA_1","CA"
"255","HOBBIES_1_262","HOBBIES_1","HOBBIES","CA_1","CA"
"256","HOBBIES_1_263","HOBBIES_1","HOBBIES","CA_1","CA"
"257","HOBBIES_1_264","HOBBIES_1","HOBBIES","CA_1","CA"
"258","HOBBIES_1_265","HOBBIES_1","HOBBIES","CA_1","CA"
"259","HOBBIES_1_266","HOBBIES_1","HOBBIES","CA_1","CA"
"260","HOBBIES_1_267","HOBBIES_1","HOBBIES","CA_1","CA"
"261","HOBBIES_1_268","HOBBIES_1","HOBBIES","CA_1","CA"
"262","HOBBIES_1_269","HOBBIES_1","HOBBIES","CA_1","CA"
"263","HOBBIES_1_270","HOBBIES_1","HOBBIES","CA_1","CA"
"264","HOBBIES_1_271","HOBBIES_1","HOBBIES","CA_1","CA"
"265","HOBBIES_1_272","HOBBIES_1","HOBBIES","CA_1","CA"
"266","HOBBIES_1_273","HOBBIES_1","HOBBIES","CA_1","CA"
"267","HOBBIES_1_274","HOBBIES_1","HOBBIES","CA_1","CA"
"268","HOBBIES_1_275","HOBBIES_1","HOBBIES","CA_1","CA"
"269","HOBBIES_1_276","HOBBIES_1","HOBBIES","CA_1","CA"
"270","HOBBIES_1_277","HOBBIES_1","HOBBIES","CA_1","CA"
"271","HOBBIES_1_278","HOBBIES_1","HOBBIES","CA_1","CA"
"272","HOBBIES_1_279","HOBBIES_1","HOBBIES","CA_1","CA"
"273","HOBBIES_1_280","HOBBIES_1","HOBBIES","CA_1","CA"
"274","HOBBIES_1_281","HOBBIES_1","HOBBIES","CA_1","CA"
"275","HOBBIES_1_282","HOBBIES_1","HOBBIES","CA_1","CA"
"276","HOBBIES_1_283","HOBBIES_1","HOBBIES","CA_1","CA"
"277","HOBBIES_1_284","HOBBIES_1","HOBBIES","CA_1","CA"
"278","HOBBIES_1_285","HOBBIES_1","HOBBIES","CA_1","CA"
"279","HOBBIES_1_286","HOBBIES_1","HOBBIES","CA_1","CA"
"280","HOBBIES_1_287","HOBBIES_1","HOBBIES","CA_1","CA"
"281","HOBBIES_1_288","HOBBIES_1","HOBBIES","CA_1","CA"
"282","HOBBIES_1_289","HOBBIES_1","HOBBIES","CA_1","CA"
"283","HOBBIES_1_290","HOBBIES_1","HOBBIES","CA_1","CA"
"284","HOBBIES_1_292","HOBBIES_1","HOBBIES","CA_1","CA"
"285","HOBBIES_1_293","HOBBIES_1","HOBBIES","CA_1","CA"
"286","HOBBIES_1_294","HOBBIES_1","HOBBIES","CA_1","CA"
"287","HOBBIES_1_295","HOBBIES_1","HOBBIES","CA_1","CA"
"288","HOBBIES_1_296","HOBBIES_1","HOBBIES","CA_1","CA"
"289","HOBBIES_1_297","HOBBIES_1","HOBBIES","CA_1","CA"
"290","HOBBIES_1_298","HOBBIES_1","HOBBIES","CA_1","CA"
"291","HOBBIES_1_299","HOBBIES_1","HOBBIES","CA_1","CA"
"292","HOBBIES_1_300","HOBBIES_1","HOBBIES","CA_1","CA"
"293","HOBBIES_1_301","HOBBIES_1","HOBBIES","CA_1","CA"
"294","HOBBIES_1_302","HOBBIES_1","HOBBIES","CA_1","CA"
"295","HOBBIES_1_303","HOBBIES_1","HOBBIES","CA_1","CA"
"296","HOBBIES_1_304","HOBBIES_1","HOBBIES","CA_1","CA"
"297","HOBBIES_1_305","HOBBIES_1","HOBBIES","CA_1","CA"
"298","HOBBIES_1_306","HOBBIES_1","HOBBIES","CA_1","CA"
"299","HOBBIES_1_307","HOBBIES_1","HOBBIES","CA_1","CA"
"300","HOBBIES_1_308","HOBBIES_1","HOBBIES","CA_1","CA"
"301","HOBBIES_1_309","HOBBIES_1","HOBBIES","CA_1","CA"
"302","HOBBIES_1_310","HOBBIES_1","HOBBIES","CA_1","CA"
"303","HOBBIES_1_311","HOBBIES_1","HOBBIES","CA_1","CA"
"304","HOBBIES_1_312","HOBBIES_1","HOBBIES","CA_1","CA"
"305","HOBBIES_1_313","HOBBIES_1","HOBBIES","CA_1","CA"
"306","HOBBIES_1_314","HOBBIES_1","HOBBIES","CA_1","CA"
"307","HOBBIES_1_315","HOBBIES_1","HOBBIES","CA_1","CA"
"308","HOBBIES_1_316","HOBBIES_1","HOBBIES","CA_1","CA"
"309","HOBBIES_1_317","HOBBIES_1","HOBBIES","CA_1","CA"
"310","HOBBIES_1_318","HOBBIES_1","HOBBIES","CA_1","CA"
"311","HOBBIES_1_319","HOBBIES_1","HOBBIES","CA_1","CA"
"312","HOBBIES_1_320","HOBBIES_1","HOBBIES","CA_1","CA"
"313","HOBBIES_1_321","HOBBIES_1","HOBBIES","CA_1","CA"
"314","HOBBIES_1_322","HOBBIES_1","HOBBIES","CA_1","CA"
"315","HOBBIES_1_323","HOBBIES_1","HOBBIES","CA_1","CA"
"316","HOBBIES_1_324","HOBBIES_1","HOBBIES","CA_1","CA"
"317","HOBBIES_1_325","HOBBIES_1","HOBBIES","CA_1","CA"
"318","HOBBIES_1_326","HOBBIES_1","HOBBIES","CA_1","CA"
"319","HOBBIES_1_327","HOBBIES_1","HOBBIES","CA_1","CA"
"320","HOBBIES_1_328","HOBBIES_1","HOBBIES","CA_1","CA"
"321","HOBBIES_1_329","HOBBIES_1","HOBBIES","CA_1","CA"
"322","HOBBIES_1_330","HOBBIES_1","HOBBIES","CA_1","CA"
"323","HOBBIES_1_331","HOBBIES_1","HOBBIES","CA_1","CA"
"324","HOBBIES_1_332","HOBBIES_1","HOBBIES","CA_1","CA"
"325","HOBBIES_1_333","HOBBIES_1","HOBBIES","CA_1","CA"
"326","HOBBIES_1_334","HOBBIES_1","HOBBIES","CA_1","CA"
"327","HOBBIES_1_335","HOBBIES_1","HOBBIES","CA_1","CA"
"328","HOBBIES_1_336","HOBBIES_1","HOBBIES","CA_1","CA"
"329","HOBBIES_1_337","HOBBIES_1","HOBBIES","CA_1","CA"
"330","HOBBIES_1_338","HOBBIES_1","HOBBIES","CA_1","CA"
"331","HOBBIES_1_339","HOBBIES_1","HOBBIES","CA_1","CA"
"332","HOBBIES_1_340","HOBBIES_1","HOBBIES","CA_1","CA"
"333","HOBBIES_1_341","HOBBIES_1","HOBBIES","CA_1","CA"
"334","HOBBIES_1_342","HOBBIES_1","HOBBIES","CA_1","CA"
"335","HOBBIES_1_343","HOBBIES_1","HOBBIES","CA_1","CA"
"336","HOBBIES_1_344","HOBBIES_1","HOBBIES","CA_1","CA"
"337","HOBBIES_1_345","HOBBIES_1","HOBBIES","CA_1","CA"
"338","HOBBIES_1_346","HOBBIES_1","HOBBIES","CA_1","CA"
"339","HOBBIES_1_347","HOBBIES_1","HOBBIES","CA_1","CA"
"340","HOBBIES_1_348","HOBBIES_1","HOBBIES","CA_1","CA"
"341","HOBBIES_1_349","HOBBIES_1","HOBBIES","CA_1","CA"
"342","HOBBIES_1_350","HOBBIES_1","HOBBIES","CA_1","CA"
"343","HOBBIES_1_351","HOBBIES_1","HOBBIES","CA_1","CA"
"344","HOBBIES_1_352","HOBBIES_1","HOBBIES","CA_1","CA"
"345","HOBBIES_1_353","HOBBIES_1","HOBBIES","CA_1","CA"
"346","HOBBIES_1_354","HOBBIES_1","HOBBIES","CA_1","CA"
"347","HOBBIES_1_355","HOBBIES_1","HOBBIES","CA_1","CA"
"348","HOBBIES_1_356","HOBBIES_1","HOBBIES","CA_1","CA"
"349","HOBBIES_1_357","HOBBIES_1","HOBBIES","CA_1","CA"
"350","HOBBIES_1_358","HOBBIES_1","HOBBIES","CA_1","CA"
"351","HOBBIES_1_359","HOBBIES_1","HOBBIES","CA_1","CA"
"352","HOBBIES_1_360","HOBBIES_1","HOBBIES","CA_1","CA"
"353","HOBBIES_1_361","HOBBIES_1","HOBBIES","CA_1","CA"
"354","HOBBIES_1_362","HOBBIES_1","HOBBIES","CA_1","CA"
"355","HOBBIES_1_363","HOBBIES_1","HOBBIES","CA_1","CA"
"356","HOBBIES_1_364","HOBBIES_1","HOBBIES","CA_1","CA"
"357","HOBBIES_1_365","HOBBIES_1","HOBBIES","CA_1","CA"
